Query_3522938,P30048.3,17.949,273,194,9,173,433,1,255,4.80e-66,219,31.87
Query_3522938,Q5REY3.1,17.949,273,194,9,173,433,1,255,3.95e-65,217,31.87
Query_3522938,P35705.2,17.518,274,195,10,173,433,1,256,4.16e-65,217,30.66
Query_3522938,Q9Z0V6.2,15.074,272,200,10,173,431,1,254,3.24e-64,215,29.78
Query_3522938,P20108.1,14.338,272,202,10,173,431,1,254,2.74e-63,212,29.04
Query_3522938,Q9NL98.1,18.779,213,149,8,226,432,1,195,2.80e-62,207,32.86
Query_3522938,P32119.5,16.114,211,153,8,229,433,6,198,9.91e-62,206,33.65
Query_3522938,Q63716.1,18.009,211,150,8,229,433,6,199,1.07e-61,206,34.12
Query_3522938,Q06830.1,18.009,211,150,8,229,433,6,199,1.71e-61,205,33.65
Query_3522938,Q6B4U9.1,18.009,211,150,8,229,433,6,199,1.94e-61,205,33.65
Query_3522938,P0CB50.1,19.340,212,148,8,228,433,5,199,2.69e-61,205,34.43
Query_3522938,Q8K3U7.3,16.588,211,152,8,229,433,6,198,3.18e-61,205,32.70
Query_3522938,P35704.3,16.114,211,153,8,229,433,6,198,3.43e-61,205,32.23
Query_3522938,Q61171.3,16.588,211,152,8,229,433,6,198,4.90e-61,204,33.18
Query_3522938,P35700.1,17.536,211,151,8,229,433,6,199,7.15e-61,203,34.60
Query_3522938,Q9BGI3.1,17.453,212,151,8,228,433,6,199,1.84e-60,203,32.08
Query_3522938,Q5E947.1,17.536,211,151,8,229,433,6,199,1.90e-60,203,34.60
Query_3522938,Q6DV14.1,18.182,209,148,8,231,433,8,199,2.02e-60,202,35.41
Query_3522938,Q9JKY1.1,18.009,211,150,8,229,433,6,199,4.63e-60,201,34.60
Query_3522938,A0A0K3AUJ9.1,17.593,216,154,8,223,432,4,201,4.84e-60,201,32.41
Query_3522938,Q90384.1,17.371,213,153,8,228,434,5,200,6.31e-59,198,35.68
Query_3522938,Q6ER94.1,16.863,255,187,9,183,429,21,258,1.05e-58,200,31.76
Query_3522938,A3DKL1.1,13.592,206,165,6,242,441,6,204,5.63e-58,197,27.67
Query_3522938,Q9WZR4.1,13.592,206,164,6,242,441,6,203,1.56e-57,195,30.58
Query_3522938,A8A9P0.1,12.376,202,167,5,239,434,3,200,2.87e-57,195,29.70
Query_3522938,A5IIX7.1,13.930,201,162,6,242,435,6,202,6.06e-57,194,29.35
Query_3522938,Q96468.1,17.391,207,148,7,229,429,18,207,6.18e-57,193,32.85
Query_3522938,Q17172.2,16.509,212,153,8,227,432,6,199,7.14e-57,193,32.55
Query_3522938,Q555L5.2,16.471,255,189,8,186,434,23,259,7.91e-57,195,30.59
Query_3522938,Q9C5R8.3,16.450,231,169,8,207,430,58,271,9.86e-57,195,31.60
Query_3522938,P80602.2,17.391,207,148,7,229,429,18,207,1.05e-56,193,32.85
Query_3522938,O29969.2,13.300,203,165,6,240,435,1,199,1.69e-56,193,29.06
Query_3522938,P48822.1,16.601,253,174,9,186,431,2,224,1.99e-56,193,32.41
Query_3522938,Q21824.1,17.355,242,176,8,199,434,3,226,2.16e-56,193,30.58
Query_3522938,A2BJD9.1,13.433,201,164,5,240,434,4,200,2.42e-56,193,28.86
Query_3522938,Q96XS5.1,15.183,191,152,5,242,426,7,193,3.61e-56,191,27.23
Query_3522938,Q979N7.1,16.071,224,158,8,228,443,2,203,1.16e-55,190,32.59
Query_3522938,Q58146.2,14.428,201,159,7,241,432,1,197,1.93e-55,190,30.85
Query_3522938,P95895.1,14.660,191,153,5,242,426,7,193,2.31e-55,190,27.75
Query_3522938,Q9Z0V5.1,15.351,228,169,8,212,433,64,273,3.84e-55,191,32.02
Query_3522938,O08807.1,15.351,228,169,8,212,433,65,274,4.25e-55,191,32.02
Query_3522938,A0A2Z5VKM8.1,17.703,209,149,8,228,430,2,193,4.68e-55,188,32.54
Query_3522938,Q26695.1,16.204,216,158,8,224,433,1,199,4.94e-55,188,30.09
Query_3522938,O24364.1,17.431,218,157,7,219,430,63,263,6.96e-55,190,30.28
Query_3522938,Q13162.1,15.351,228,169,8,212,433,62,271,7.19e-55,190,32.02
Query_3522938,Q9BGI2.1,14.474,228,171,8,212,433,65,274,7.77e-55,190,32.46
Query_3522938,O74887.1,15.166,211,153,8,228,432,2,192,1.25e-54,187,32.23
Query_3522938,Q9V3P0.1,16.346,208,150,8,229,430,2,191,1.29e-54,187,31.73
Query_3522938,Q96291.2,17.352,219,157,8,219,430,63,264,1.55e-54,189,31.05
Query_3522938,Q8T6C4.1,20.513,195,135,7,229,417,3,183,1.87e-54,186,34.87
Query_3522938,Q91191.1,16.432,213,154,8,228,433,5,200,2.26e-54,186,32.86
Query_3522938,P51272.1,17.391,207,147,9,229,429,8,196,3.63e-53,183,30.92
Query_3522938,Q9HJL3.1,15.207,217,160,7,232,443,2,199,4.76e-53,183,31.80
Query_3522938,Q74NC6.1,15.942,207,156,6,243,435,3,205,5.15e-53,184,31.40
Query_3522938,O58966.1,14.500,200,160,6,243,435,3,198,5.16e-53,183,29.00
Query_3522938,Q9UZV4.1,14.000,200,161,6,243,435,3,198,5.44e-53,183,29.00
Query_3522938,Q8RCY5.2,15.000,200,159,6,243,435,3,198,8.59e-53,183,30.50
Query_3522938,P0C5C9.1,15.254,236,169,8,226,447,1,219,9.41e-53,183,25.85
Query_3522938,Q5JF30.1,14.000,200,161,6,243,435,3,198,1.08e-52,183,29.50
Query_3522938,O67024.1,16.114,211,159,6,237,433,2,208,1.37e-52,183,28.91
Query_3522938,P91883.1,14.078,206,153,8,234,433,7,194,2.00e-52,181,26.21
Query_3522938,Q1XDL4.1,17.391,207,147,9,229,429,8,196,2.00e-52,181,30.43
Query_3522938,Q6L240.1,12.919,209,169,6,239,441,3,204,2.06e-52,182,26.32
Query_3522938,P0C5C8.1,14.831,236,170,8,226,447,1,219,2.98e-52,181,25.85
Query_3522938,P52572.1,15.319,235,169,8,226,447,1,218,6.83e-52,180,27.66
Query_3522938,Q6W8Q2.1,15.319,235,169,8,226,447,1,218,1.21e-51,180,26.81
Query_3522938,P19476.2,15.111,225,168,8,214,432,26,233,1.52e-51,180,32.00
Query_3522938,P0CU34.1,18.605,215,150,9,226,434,1,196,3.68e-51,178,33.02
Query_3522938,Q55624.1,19.617,209,143,9,229,430,5,195,3.76e-51,178,34.45
Query_3522938,P34760.3,16.981,212,152,8,229,434,3,196,5.99e-51,177,33.49
Query_3522938,Q6L140.1,15.525,219,158,8,228,440,2,199,1.14e-50,176,31.51
Query_3522938,Q6LY19.1,14.000,200,159,7,243,434,3,197,1.48e-50,177,31.50
Query_3522938,Q8U218.1,13.000,200,163,6,243,435,3,198,2.02e-50,176,28.50
Query_3522938,Q6E2Z6.1,17.021,235,165,8,226,447,1,218,2.75e-50,176,29.79
Query_3522938,A4FWZ9.1,15.500,200,156,7,243,434,3,197,2.87e-50,176,31.50
Query_3522938,A6UPH7.1,14.851,202,159,7,241,434,1,197,6.76e-50,175,30.69
Query_3522938,Q73RS4.2,14.356,202,161,7,241,435,1,197,6.86e-50,175,27.72
Query_3522938,O04005.1,16.379,232,167,9,226,447,1,215,6.90e-50,175,28.45
Query_3522938,O26262.2,13.861,202,162,7,241,435,1,197,2.07e-49,173,27.72
Query_3522938,Q9Y9L0.1,14.423,208,162,7,242,441,6,205,2.48e-49,174,29.81
Query_3522938,Q5ZJF4.3,13.924,237,170,8,226,445,1,220,3.16e-49,173,27.00
Query_3522938,P34227.1,16.000,275,198,10,188,445,3,261,4.03e-49,174,25.09
Query_3522938,Q9HKX0.2,11.818,220,184,5,236,449,2,217,6.92e-49,173,28.18
Query_3522938,Q57109.2,13.366,202,163,7,241,435,1,197,1.11e-48,171,27.72
Query_3522938,Q8PYP6.1,15.385,208,156,6,241,435,1,201,1.26e-48,172,29.33
Query_3522938,Q8KBN8.1,12.000,200,164,7,241,433,1,195,2.70e-48,171,27.50
Query_3522938,Q5RC63.3,17.318,179,128,7,229,401,6,170,3.13e-48,169,34.08
Query_3522938,Q8R844.1,14.428,201,157,7,242,435,15,207,3.25e-48,171,27.36
Query_3522938,P52571.1,15.049,206,158,7,255,447,1,202,4.97e-48,169,28.16
Query_3522938,Q04120.3,16.337,202,154,7,239,434,4,196,1.70e-47,168,32.67
Query_3522938,O77834.3,14.468,235,167,8,228,445,4,221,4.85e-47,168,26.81
Query_3522938,A2SZW8.1,13.821,246,171,9,226,447,1,229,6.76e-47,168,25.20
