Query_3522938,P35705.2,18.545,275,191,11,173,433,1,256,4.66e-69,227,32.00
Query_3522938,P30048.3,17.949,273,194,9,173,433,1,255,6.39e-67,221,31.87
Query_3522938,Q5REY3.1,18.613,274,191,11,173,433,1,255,1.82e-66,220,32.12
Query_3522938,Q9NL98.1,18.779,213,149,8,226,432,1,195,6.76e-66,216,32.86
Query_3522938,Q9Z0V6.2,15.074,272,200,10,173,431,1,254,8.20e-66,219,29.78
Query_3522938,P20108.1,15.385,273,198,11,173,431,1,254,1.14e-65,218,30.04
Query_3522938,P32119.5,15.640,211,154,8,229,433,6,198,1.55e-65,216,33.18
Query_3522938,Q63716.1,18.009,211,150,8,229,433,6,199,1.60e-65,216,34.12
Query_3522938,Q6B4U9.1,18.009,211,150,8,229,433,6,199,2.79e-65,215,33.65
Query_3522938,Q06830.1,18.009,211,150,8,229,433,6,199,2.82e-65,215,33.65
Query_3522938,P0CB50.1,19.340,212,148,8,228,433,5,199,6.78e-65,214,34.43
Query_3522938,P35700.1,17.536,211,151,8,229,433,6,199,9.60e-65,214,34.60
Query_3522938,P35704.3,16.268,209,151,8,231,433,8,198,1.22e-64,213,32.54
Query_3522938,Q8K3U7.3,16.746,209,150,8,231,433,8,198,1.34e-64,213,33.01
Query_3522938,Q61171.3,16.588,211,152,8,229,433,6,198,2.25e-64,213,33.18
Query_3522938,Q5E947.1,17.536,211,151,8,229,433,6,199,2.40e-64,213,34.60
Query_3522938,Q9BGI3.1,17.453,212,151,8,228,433,6,199,5.08e-64,212,32.08
Query_3522938,A0A0K3AUJ9.1,17.593,216,154,8,223,432,4,201,5.83e-64,212,32.41
Query_3522938,Q6DV14.1,18.182,209,148,8,231,433,8,199,6.82e-64,211,35.41
Query_3522938,Q9JKY1.1,18.009,211,150,8,229,433,6,199,8.07e-64,211,34.60
Query_3522938,Q6ER94.1,16.863,255,187,9,183,429,21,258,7.48e-63,211,32.55
Query_3522938,Q90384.1,17.371,213,153,8,228,434,5,200,7.77e-63,209,35.68
Query_3522938,Q9WZR4.1,13.592,206,164,6,242,441,6,203,2.22e-61,205,30.58
Query_3522938,A3DKL1.1,13.568,199,162,5,242,434,6,200,2.32e-61,206,28.14
Query_3522938,Q17172.2,16.509,212,153,8,227,432,6,199,3.08e-61,205,32.55
Query_3522938,A8A9P0.1,14.851,202,161,6,239,433,3,200,3.68e-61,206,31.68
Query_3522938,O29969.2,13.300,203,165,6,240,435,1,199,3.71e-61,205,29.06
Query_3522938,A5IIX7.1,13.930,201,162,6,242,435,6,202,4.67e-61,205,29.35
Query_3522938,P48822.1,16.206,253,175,9,186,431,2,224,1.14e-60,204,32.02
Query_3522938,Q96468.1,17.411,224,161,8,213,429,1,207,2.61e-60,203,33.04
Query_3522938,P80602.2,17.411,224,161,8,213,429,1,207,4.85e-60,202,33.04
Query_3522938,Q9C5R8.3,16.667,228,166,8,210,430,61,271,5.18e-60,204,32.46
Query_3522938,O08807.1,15.319,235,184,7,205,433,49,274,8.92e-60,203,31.06
Query_3522938,Q21824.1,19.307,202,148,7,239,434,34,226,9.80e-60,201,32.67
Query_3522938,A2BJD9.1,13.433,201,164,5,240,434,4,200,1.04e-59,202,28.36
Query_3522938,Q58146.2,14.356,202,160,7,241,433,1,198,2.44e-59,200,30.69
Query_3522938,Q96XS5.1,15.183,191,152,5,242,426,7,193,2.57e-59,200,27.23
Query_3522938,Q9Z0V5.1,15.319,235,184,7,205,433,48,273,4.38e-59,201,31.06
Query_3522938,Q13162.1,14.783,230,181,7,210,433,51,271,1.17e-58,200,30.87
Query_3522938,P95895.1,14.660,191,153,5,242,426,7,193,1.45e-58,198,27.23
Query_3522938,A0A2Z5VKM8.1,17.703,209,149,8,228,430,2,193,1.58e-58,197,32.54
Query_3522938,Q9V3P0.1,17.062,211,149,9,226,430,1,191,2.14e-58,197,31.75
Query_3522938,Q26695.1,16.204,216,158,8,224,433,1,199,2.14e-58,197,30.09
Query_3522938,Q555L5.2,16.471,255,189,8,186,434,23,259,5.35e-58,198,30.59
Query_3522938,Q9BGI2.1,14.474,228,171,8,212,433,65,274,6.13e-58,198,32.46
Query_3522938,O74887.1,15.166,211,153,8,228,432,2,192,6.90e-58,195,32.23
Query_3522938,Q96291.2,17.703,209,148,8,229,430,73,264,7.41e-58,198,32.54
Query_3522938,Q979N7.1,16.518,224,157,8,228,443,2,203,7.86e-58,196,33.04
Query_3522938,O24364.1,17.788,208,148,7,229,430,73,263,9.04e-58,198,31.73
Query_3522938,Q8T6C4.1,19.231,208,144,8,229,430,3,192,9.95e-58,195,34.62
Query_3522938,Q91191.1,16.432,213,154,8,228,433,5,200,1.81e-57,195,32.86
Query_3522938,Q8RCY5.2,14.851,202,161,6,241,435,1,198,7.00e-57,194,30.20
Query_3522938,Q9UZV4.1,14.000,200,161,6,243,435,3,198,9.77e-57,193,29.00
Query_3522938,O58966.1,14.500,200,160,6,243,435,3,198,1.01e-56,193,29.00
Query_3522938,P51272.1,17.391,207,147,9,229,429,8,196,1.28e-56,192,30.92
Query_3522938,Q74NC6.1,15.459,207,157,6,243,435,3,205,2.01e-56,193,30.92
Query_3522938,Q5JF30.1,15.500,200,157,7,243,434,3,198,6.60e-56,191,30.00
Query_3522938,O67024.1,16.114,211,159,6,237,433,2,208,7.09e-56,191,28.91
Query_3522938,Q1XDL4.1,17.391,207,147,9,229,429,8,196,8.20e-56,190,30.43
Query_3522938,P91883.1,14.078,206,153,8,234,433,7,194,8.36e-56,190,26.21
Query_3522938,Q9HJL3.1,16.098,205,161,7,244,443,1,199,9.10e-56,190,33.66
Query_3522938,Q6L240.1,12.919,209,169,6,239,441,3,204,1.68e-55,190,26.32
Query_3522938,P34760.3,16.981,212,152,8,229,434,3,196,1.50e-54,187,33.49
Query_3522938,P0CU34.1,19.070,215,149,9,226,434,1,196,1.77e-54,186,33.49
Query_3522938,Q55624.1,19.617,209,143,9,229,430,5,195,2.19e-54,186,34.45
Query_3522938,P0C5C9.1,15.254,236,169,8,226,447,1,219,3.99e-54,186,25.85
Query_3522938,P19476.2,15.111,225,168,8,214,432,26,233,5.41e-54,186,32.00
Query_3522938,Q8U218.1,13.000,200,163,6,243,435,3,198,6.93e-54,186,28.50
Query_3522938,P0C5C8.1,14.831,236,170,8,226,447,1,219,1.29e-53,185,25.85
Query_3522938,P52572.1,15.319,235,169,8,226,447,1,218,2.02e-53,185,27.66
Query_3522938,Q6W8Q2.1,15.319,235,169,8,226,447,1,218,2.94e-53,184,26.81
Query_3522938,P34227.1,16.364,275,197,10,188,445,3,261,3.22e-53,185,25.09
Query_3522938,Q6LY19.1,14.000,200,159,7,243,434,3,197,3.44e-53,184,31.50
Query_3522938,Q73RS4.2,14.356,202,161,7,241,435,1,197,3.70e-53,183,27.72
Query_3522938,A4FWZ9.1,15.500,200,156,7,243,434,3,197,5.54e-53,183,31.50
